item_id,acronym,sentence,provisional_expansion,sense_id,gold_expansion,label_status,n_candidates,candidates,provenance,multi_sense_type,source,page_title,review_verdict,review_note,label_origin,category
ha-02704,קו״נ,"סרט קו״נ מוצג באופן מסורתי בבית קו״נ, אולם ניתן לצפות בסרטי קו״נ גם באמצעי צפייה ביתיים כגון שידורי טלוויזיה, מכשירי וידאו ו-DVD וגם באמצעות מחשב.",קולנוע,קו״נ.02,קולנוע,weak,3,קולנוע | קב ונקי | קורבן נתנאל,substituted,yes,wikipedia,סרט קולנוע,unreviewed,,substitution,wiki_substituted
ha-02705,קו״נ,"כשהפסקול של סרט קו״נ כולל שירים או יצירות מוזיקליות רבות, נהוג להדפיסו על-גבי קלטות ותקליטורים ולמוכרו בנפרד מהסרט.",קולנוע,קו״נ.02,קולנוע,weak,3,קולנוע | קב ונקי | קורבן נתנאל,substituted,yes,wikipedia,סרט קולנוע,unreviewed,,substitution,wiki_substituted
ha-02555,פו״ש,"תרגילים נערכים על מנת לאמן ולהעריך את תפקודן של מסגרות צבאיות, גייסות או מפקדות והפקת לקחים בנוגע לתכנון, פו״ש, השלמת וביצוע משימות בזמן ובאיכות הנדרשת.",פיקוד ושליטה,פו״ש.01,פיקוד ושליטה,weak,2,פיקוד ושליטה | יחידות בהגנה 1937-1939,substituted,no,wikipedia,תרגיל צבאי,unreviewed,,substitution,wiki_substituted
ha-02556,פו״ש,גורמי הפיקוד והסיוע הקרבי והמנהלתי מתורגלים במלואם ומתורגלת בעיקר הפעלת מערכות פו״ש.,פיקוד ושליטה,פו״ש.01,פיקוד ושליטה,weak,2,פיקוד ושליטה | יחידות בהגנה 1937-1939,substituted,no,wikipedia,תרגיל צבאי,unreviewed,,substitution,wiki_substituted
ha-02557,פו״ש,פו״ש מודרניים על צבא בקנה מידה גדול התאפשרו רק עם הפיתוחים הטכנולוגיים.,פיקוד ושליטה,פו״ש.01,פיקוד ושליטה,weak,2,פיקוד ושליטה | יחידות בהגנה 1937-1939,substituted,no,wikipedia,שליטה ובקרה,unreviewed,,substitution,wiki_substituted
ha-00840,דס״ל,עד עתה הותר השימוש ב-SAF כאחוז מסוים מתערובת הכוללת גם דס״ל רגיל (עד 50 אחוז).,דלק סילוני,דס״ל.01,דלק סילוני,weak,2,דלק סילוני | דסבירא ליה (שסבור הוא),substituted,no,wikipedia,דלק מטוסים,unreviewed,,substitution,wiki_substituted
ha-00841,דס״ל,"מנורות נפט צורכות כ-77 מיליארד ליטר דלק בשנה (בערך 1.3 מיליון חביות נפט ליום), לשם השוואה דס״ל אמריקאי נצרך בכמות של כ-76 מיליארד ליטרים בשנה.",דלק סילוני,דס״ל.01,דלק סילוני,weak,2,דלק סילוני | דסבירא ליה (שסבור הוא),substituted,no,wikipedia,מנורת נפט,unreviewed,,substitution,wiki_substituted
ha-00842,דס״ל,על הכבאיות התעופתיות החדישות ביותר מורכבת מערכת מסוגלות להתמודד עם בעירת דס״ל בעזרת חומר כיבוי משלב קצף כיבוי ואבקת כיבוי.,דלק סילוני,דס״ל.01,דלק סילוני,weak,2,דלק סילוני | דסבירא ליה (שסבור הוא),substituted,no,wikipedia,כבאית תעופתית,unreviewed,,substitution,wiki_substituted
ha-02952,ר״ח,בחודשים מלאים – המונים שלושים יום – גם היום האחרון נחשב ר״ח של החודש הבא.,ראש חודש,ר״ח.01,ראש חודש,weak,2,ראש חודש | רבנו חננאל,substituted,yes,wikipedia,ראש חודש,unreviewed,,substitution,wiki_substituted
ha-02953,ר״ח,"הכרזה על ר״ח מכריעה למעשה מתי יצוינו החגים היהודיים, הנקבעים לפי התאריך העברי.",ראש חודש,ר״ח.01,ראש חודש,weak,2,ראש חודש | רבנו חננאל,substituted,yes,wikipedia,ראש חודש,unreviewed,,substitution,wiki_substituted
ha-02954,ר״ח,"בנוסף, ר״ח נזכר בין הימים שתוקעים בהם בחצוצרות בעת הקרבת הקרבנות.",ראש חודש,ר״ח.01,ראש חודש,weak,2,ראש חודש | רבנו חננאל,substituted,yes,wikipedia,ראש חודש,unreviewed,,substitution,wiki_substituted
ha-02955,ר״ח,"ר״ח קיים התכתבות עם ראשי ישיבות בבל, והם העניקו לו את התואר ""ראש בי רבנן"".",רבנו חננאל,ר״ח.02,רבנו חננאל,weak,2,ראש חודש | רבנו חננאל,substituted,yes,wikipedia,רבנו חננאל,unreviewed,,substitution,wiki_substituted
ha-02956,ר״ח,"לרוב, כאשר הגמרא מנסה להעמיד סוגיה כלשהי, ר״ח אינו כותב את העמדות שנדחו אלא רק את המסקנה הסופית להלכה.",רבנו חננאל,ר״ח.02,רבנו חננאל,weak,2,ראש חודש | רבנו חננאל,substituted,yes,wikipedia,רבנו חננאל,unreviewed,,substitution,wiki_substituted
ha-02957,ר״ח,"ברוב המקומות, ר״ח הסתמך על פירושיהם של רב שרירא גאון ושל רב האי גאון לכמה מסכתות, ולפעמים הוא העתיק את פירושיהם מילה במילה.",רבנו חננאל,ר״ח.02,רבנו חננאל,weak,2,ראש חודש | רבנו חננאל,substituted,yes,wikipedia,רבנו חננאל,unreviewed,,substitution,wiki_substituted
ha-00562,בר״ש,";בקאלושין כיהן תלמידו של רבי מאיר שלום, רבי אלעזר אלתר אליקים בריעה בידרמן (בן רבי דוד יוסף בר״ש יחיאל בן רבי משה מלעלוב).",בן רבי שלמה,בר״ש.01,בן רבי שלמה,weak,4,ברבי שמעון | ברית שלום | בן רבי שלמה | בן רבי שמשון,substituted,yes,wikipedia,חסידות פוריסוב,unreviewed,,substitution,wiki_substituted
ha-00563,בר״ש,"בין צאצאיו ששימשו באדמו""רות: רבי מרדכי מקמינקא-קוריץ, בר״ש דב מברשיבקה, בן רבי אפרים חיים, בן רבי פנחס משיפיטובקה בנו של רבי מרדכי.",בן רבי שלמה,בר״ש.01,בן רבי שלמה,weak,4,ברבי שמעון | ברית שלום | בן רבי שלמה | בן רבי שמשון,substituted,yes,wikipedia,שושלת קוריץ,unreviewed,,substitution,wiki_substituted
ha-00564,בר״ש,"אביו, אברהם אבא, היה בנו של פנחס בן משה, בר״ש אב בית הדין של סטאנוב, בנו של רבי נתן נטע שפירא בעל ה""מגלה עמוקות"".",בן רבי שלמה,בר״ש.01,בן רבי שלמה,weak,4,ברבי שמעון | ברית שלום | בן רבי שלמה | בן רבי שמשון,substituted,yes,wikipedia,פנחס שפירא מקוריץ,unreviewed,,substitution,wiki_substituted
ha-00565,בר״ש,בשורה ארוכה של מקורות במדרשים ובתלמוד הירושלמי מובא סיפור דברים אחר לחלוטין בנוגע לאופן צאתם של רבי שמעון בר יוחאי ובנו רבי אלעזר בר״ש מהמערה.,ברבי שמעון,בר״ש.02,ברבי שמעון,weak,4,ברבי שמעון | ברית שלום | בן רבי שלמה | בן רבי שמשון,substituted,yes,wikipedia,רבי אלעזר ברבי שמעון,unreviewed,,substitution,wiki_substituted
ha-00566,בר״ש,"מסיבה זאת סירבו בני עכברה (או גוש חלב) לאפשר את קבורתו של רבי אלעזר בר״ש וגופתו נחטפה מהכפר בט' בתשרי, ערב יום כיפור, עת היו טרודים בהכנות לצום.",ברבי שמעון,בר״ש.02,ברבי שמעון,weak,4,ברבי שמעון | ברית שלום | בן רבי שלמה | בן רבי שמשון,substituted,yes,wikipedia,רבי אלעזר ברבי שמעון,unreviewed,,substitution,wiki_substituted
ha-00567,בר״ש,"נראה שהיה גיסו של רבי אלעזר בר״ש, אף על פי שישנם מקורות שעולה מהם שהיה חמיו של רבי אלעזר.",ברבי שמעון,בר״ש.02,ברבי שמעון,weak,4,ברבי שמעון | ברית שלום | בן רבי שלמה | בן רבי שמשון,substituted,yes,wikipedia,רבי שמעון בן יוסי,unreviewed,,substitution,wiki_substituted
ha-00568,בר״ש,"חברי בר״ש ראו חשיבות לאומית רבה בתחיית התרבות העברית והתרבות הערבית כאחד, כדי ליצור הבנות המבוססות על המכנה המשותף ההיסטורי בין התרבויות.",ברית שלום,בר״ש.03,ברית שלום,weak,4,ברבי שמעון | ברית שלום | בן רבי שלמה | בן רבי שמשון,substituted,yes,wikipedia,ברית שלום,unreviewed,,substitution,wiki_substituted
ha-00569,בר״ש,"חברי ""בר״ש"" סברו, שככל שהזמן חולף, ערביי ארץ ישראל מתבצרים בהתנגדות לציונות ולכן יש להגיע איתם להסכמים ולהבנות.",ברית שלום,בר״ש.03,ברית שלום,weak,4,ברבי שמעון | ברית שלום | בן רבי שלמה | בן רבי שמשון,substituted,yes,wikipedia,ברית שלום,unreviewed,,substitution,wiki_substituted
ha-00570,בר״ש,"אגודת בר״ש דגלה בשוויון מדיני בין שתי הקהילות, היהודית והערבית, וזאת על אף הפער הדמוגרפי הגדול ביניהן (בתקופה זו היו בארץ ישראל כ-800 אלף ערבים ורק כ-160 אלף יהודים).",ברית שלום,בר״ש.03,ברית שלום,weak,4,ברבי שמעון | ברית שלום | בן רבי שלמה | בן רבי שמשון,substituted,yes,wikipedia,ברית שלום,unreviewed,,substitution,wiki_substituted
ha-00745,גב״ש,"הוא נמצא על גבעת הר המנוחות, שמתנשאת לגובה 750 מטרים מעל פני הים, בצידה המערבי של ירושלים, מצפון־מערב לשכונת גב״ש ומעל לכביש 1.",גבעת שאול,גב״ש.01,גבעת שאול,weak,2,גבעת שמואל | גבעת שאול,substituted,yes,wikipedia,הר המנוחות,unreviewed,,substitution,wiki_substituted
ha-00746,גב״ש,"מזרחית להר המנוחות ממוקם בית הקברות גב״ש, השני בגודלו מבין בתי הקברות בירושלים.",גבעת שאול,גב״ש.01,גבעת שאול,weak,2,גבעת שמואל | גבעת שאול,substituted,yes,wikipedia,הר המנוחות,unreviewed,,substitution,wiki_substituted
ha-00747,גב״ש,"גב״ש היא שכונה ואזור תעשייה במערב ירושלים, מדרום לכביש 1.",גבעת שאול,גב״ש.01,גבעת שאול,weak,2,גבעת שמואל | גבעת שאול,substituted,yes,wikipedia,גבעת שאול,unreviewed,,substitution,wiki_substituted
ha-00748,גב״ש,"העיר גב״ש קרויה על שמו של שמואל פינלס, נדבן ועסקן ציוני דתי, שהיה הרוח החיה ונשיאו של הקונגרס הציוני בפוקשאן – הקונגרס הראשון של תנועת ""חובבי ציון"" באירופה.",גבעת שמואל,גב״ש.02,גבעת שמואל,weak,2,גבעת שמואל | גבעת שאול,substituted,yes,wikipedia,גבעת שמואל,unreviewed,,substitution,wiki_substituted
ha-00749,גב״ש,"גב״ש הוכרזה כמועצה מקומית בשנת 1949, וכעיר ב-20 בדצמבר 2007.",גבעת שמואל,גב״ש.02,גבעת שמואל,weak,2,גבעת שמואל | גבעת שאול,substituted,yes,wikipedia,גבעת שמואל,unreviewed,,substitution,wiki_substituted
ha-00750,גב״ש,בנובמבר 1944 החלו פעילים מרומניה בסיוע המשרד לשיכון עולים בהקמת היישוב שנקרא בפי מייסדיו גב״ש.,גבעת שמואל,גב״ש.02,גבעת שמואל,weak,2,גבעת שמואל | גבעת שאול,substituted,yes,wikipedia,גבעת שמואל,unreviewed,,substitution,wiki_substituted
ha-02782,ק״ש,"אם הוקדם יום כיפור קטן כך שהוא לא בערב ראש חודש, אומרים תחנון לפני ק״ש, ויש נוהגים לומר גם אבינו מלכנו לפי תחנון.",קדיש שלם,ק״ש.03,קדיש שלם,weak,3,קריית שמונה | קריאת שמע | קדיש שלם,substituted,yes,wikipedia,יום כיפור קטן,unreviewed,,substitution,wiki_substituted
ha-02783,ק״ש,"ברוב ימי החנוכה לאחר ההלל אומרים חצי קדיש, אך בימים שיש בהם תפילת מוסף (שבת, ראש חודש) אומרים לאחר ההלל ק״ש.",קדיש שלם,ק״ש.03,קדיש שלם,weak,3,קריית שמונה | קריאת שמע | קדיש שלם,substituted,yes,wikipedia,חנוכה,unreviewed,,substitution,wiki_substituted
ha-02784,ק״ש,"לקריאה תוקנו ברכות לפניה ולאחריה – ""ברכות ק״ש"", ובמשך הזמן הוצמדה הקריאה לתפילת שחרית וערבית.",קריאת שמע,ק״ש.01,קריאת שמע,weak,3,קריית שמונה | קריאת שמע | קדיש שלם,substituted,yes,wikipedia,קריאת שמע,unreviewed,,substitution,wiki_substituted
ha-02785,ק״ש,"המובחר ביותר הוא לקרוא ק״ש סמוך להנץ החמה, ומיד להתפלל תפילת שחרית.",קריאת שמע,ק״ש.01,קריאת שמע,weak,3,קריית שמונה | קריאת שמע | קדיש שלם,substituted,yes,wikipedia,קריאת שמע,unreviewed,,substitution,wiki_substituted
ha-02786,ק״ש,"תפילה שכזו, שבה ק״ש נעשית סמוך להנץ החמה והתפילה מיד לאחריה נקראת תפילת ותיקין.",קריאת שמע,ק״ש.01,קריאת שמע,weak,3,קריית שמונה | קריאת שמע | קדיש שלם,substituted,yes,wikipedia,קריאת שמע,unreviewed,,substitution,wiki_substituted
