acronym,expansion,hits,sources,rank,n_candidates,mined_items,mined_natural
ריב״ש,ר' יצחק בן שלמה מטולידו,1,wikipedia,8,9,0,0
ריב״ש,מבעלי התוספות שחי בצרפת במאה ה-12,0,wiktionary,9,9,0,0
רי״א,רבי יצחק אברבנאל,79,wikipedia,1,8,3,0
רי״א,רבי יצחק אבוהב,53,wikipedia,2,8,3,0
רי״א,רבי יוסף אלבו,38,wikipedia,3,8,3,0
רי״א,רבי יצחק אבוהב (גאון קסטיליה),22,wikipedia,4,8,1,0
רי״א,רבי יצחק אבוהב דה-פונסיקה,7,wikipedia,5,8,1,0
רי״א,211 (מספר),5,wikipedia,6,8,0,0
רי״א,רבי יהוסף אשכנזי,4,wikipedia,7,8,3,0
רי״א,רבי יצחק אבוהב (מנורת המאור),2,wikipedia,8,8,0,0
רל״א,רופאים לזכויות אדם,125,wikipedia,1,2,3,0
רל״א,ראש להק האוויר בחיל האוויר הישראלי,1,wikipedia,2,2,0,0
רמא״ג,רמת אביב ג',68,wikipedia,1,2,0,0
רמא״ג,מרדכי אהרן גינצבורג (1795,2,wikipedia,2,2,0,0
רמב״ם,משנה תורה,1942,wikipedia,1,4,3,0
רמב״ם,ר' משה בן מימון,5,wikipedia,2,4,0,0
רמב״ם,המרכז הרפואי מיימונידיס,3,wikipedia,3,4,0,0
רמב״ם,הקריה הרפואית לבריאות האדם – בית חולים בחיפה,1,wikipedia,4,4,0,0
רמ״א,שנה עברית,1809,wikipedia,1,5,1,0
רמ״א,ראש המנהל האזרחי,78,wikipedia,2,5,3,0
רמ״א,ראש המפקדה הארצית,58,wikipedia,3,5,3,0
רמ״א,רבי משה איסרליש,49,wikipedia,4,5,2,0
רמ״א,רפאל משה אלבז,19,wikipedia,5,5,3,0
רמ״ד,ראש מדור,224,wikipedia,1,4,3,0
רמ״ד,רבי משה די ליאון,10,wikipedia,2,4,3,0
רמ״ד,רבי משה דוד ואלי,4,wikipedia,3,4,0,0
רמ״ד,רבי משה מדסאו,1,wikipedia,4,4,0,0
רמ״ז,רבי משה זכות,33,wiktionary,1,2,3,0
רמ״ז,ר' משה זיידל,0,wiktionary,2,2,0,0
רמ״ח,ראש מחלקה,116,wiktionary,1,2,3,0
רמ״ח,מספר האיברים בגוף האדם,0,wiktionary,2,2,0,0
רמ״ך,משה הכהן אבן ג'יקטילה,52,wikipedia,1,4,0,0
רמ״ך,כלפון משה הכהן,46,wikipedia,2,4,2,0
רמ״ך,רבי מלאכי הכהן,16,wikipedia,3,4,3,0
רמ״ך,רבי משה הכהן מלוניל,4,wikipedia,4,4,0,0
רמ״ק,רמקול קטן,7,wiktionary,1,2,3,0
רמ״ק,רבי משה קורדברו,0,wiktionary,2,2,0,0
רס״ג,רבי סעדיה גאון,81,wiktionary,1,2,2,0
רס״ג,רב סמל גדודי,2,wiktionary,2,2,0,0
רע״א,רבי עקיבא אייגר,13,wiktionary,1,2,1,0
רע״א,רשות ערעור אזרחי,3,wiktionary,2,2,0,0
רע״ם,"רימון רסס, עשן, מטען",0,wiktionary,1,4,0,0
רע״ם,ריענון ערכות מגן,0,wiktionary,2,4,0,0
רע״ם,רפואה עורפית מתקדמת,0,wiktionary,3,4,0,0
רע״ם,שמו של האיחוד* בין סוריה למצרים בין השנים 1958 לבין 1961,0,wiktionary,4,4,0,0
רע״מ,הרשימה הערבית המאוחדת,73,wikipedia,1,5,3,0
רע״מ,ריצודי עיניים מהירים,8,wiktionary,2,5,2,0
רע״מ,רקטה עתירת משקל,8,wikipedia,3,5,1,0
רע״מ,הרשימה הערבית המאוחדת (הכנסת השמינית),4,wikipedia,4,5,0,0
רע״מ,רענון ערכות מגן,2,wikipedia,5,5,0,0
רפו״ש,רפואת שיניים,321,wiktionary,1,2,3,0
רפו״ש,רפואה שלמה,72,wiktionary,2,2,3,0
רשב״א,רבי שמעון בן אלעזר,202,wiktionary,1,4,3,0
רשב״א,רב שימי בר אשי,195,wiktionary,2,4,3,0
רשב״א,רבי שלמה בן אדרת,14,wiktionary,3,4,0,0
רשב״א,רבי שלמה בן אברהם (רבי שלמה מן ההר),0,wiktionary,4,4,0,0
רשב״ג,רבן שמעון בן גמליאל,297,wiktionary,1,2,3,0
רשב״ג,רבי שלמה אבן גבירול,101,wiktionary,2,2,3,0
רש״י,ר' שלמה יצחקי,6,wiktionary,1,2,0,0
רש״י,רחיים של יד,2,wiktionary,2,2,2,0
רש״ש,רבי שלום שבזי (1619,1,wikipedia,1,4,0,0
רש״ש,רבי שלום שרעבי (1720/1703,1,wikipedia,2,4,0,0
רש״ש,רבי שמואל שְׂטְרָאשׁוּן (1793,1,wikipedia,3,4,0,0
רש״ש,רבי שמעון שְׁקוֹפּ (1860,1,wikipedia,4,4,0,0
רש״ת,ראשי תיבות,3551,wiktionary,1,2,1,1
רש״ת,רשות שדות התעופה,302,wiktionary,2,2,4,1
ר״א,רבי אלעזר,1466,wiktionary,1,3,3,0
ר״א,רבי אליעזר,1345,wiktionary,2,3,3,0
ר״א,אלגברה ריבוי אלגברי,0,wiktionary,3,3,0,0
ר״ב,ראה בזאת,10,wiktionary,1,2,3,0
ר״ב,רצוף בזאת,0,wiktionary,2,2,0,0
ר״ג,רמת גן,6895,wiktionary,1,3,6,3
ר״ג,רבן גמליאל,555,wiktionary,2,3,3,0
ר״ג,מספר הוקטורים הבלתי-תלויים המתאימים לערך עצמי כלשהו,0,wiktionary,3,3,0,0
ר״ה,ראש השנה,2476,wiktionary,1,3,3,0
ר״ה,רב הונא,626,wiktionary,2,3,3,0
ר״ה,רשות הרבים,217,wiktionary,3,3,3,0
ר״ח,ראש חודש,598,wikipedia,1,2,3,0
ר״ח,רבנו חננאל,290,wikipedia,2,2,3,0
ר״י,רבי יצחק,3169,wiktionary,1,6,3,0
ר״י,רבי יהודה,3027,wiktionary,2,6,4,1
ר״י,רבי יהושע,1240,wiktionary,3,6,3,0
ר״י,רבי יוחנן,1021,wiktionary,4,6,3,0
ר״י,רבי יוסי,730,wiktionary,5,6,3,0
ר״י,רבי יודן,177,wiktionary,6,6,3,0
ר״ל,רבי שמעון בן לקיש,36,wiktionary,1,3,3,0
ר״ל,רחמנא ליצלן,30,wiktionary,2,3,3,0
ר״ל,ר(ו)צה לומר,0,wiktionary,3,3,0,0
ר״מ,רבי מאיר,1648,wikipedia+wiktionary,1,5,4,1
ר״מ,ראש ממשלה,1558,wikipedia+wiktionary,2,5,3,0
ר״מ,ריש מתיבתא,29,wikipedia,3,5,2,0
ר״מ,רב המלמד בישיבה,2,wikipedia,4,5,0,0
ר״מ,רַב מורה,0,wiktionary,5,5,0,0
ר״נ,רב נחמן,344,wikipedia+wiktionary,1,3,3,0
ר״נ,רישיון נהיגה,300,wiktionary,2,3,3,0
ר״נ,250 (מספר),8,wikipedia,3,3,0,0
ר״ע,רבי עקיבא,1118,wikipedia+wiktionary,1,4,3,0
ר״ע,ראש עיר,429,wiktionary,2,4,3,0
ר״ע,רבי עובדיה מברטנורה,17,wikipedia,3,4,3,0
ר״ע,270 (מספר),6,wikipedia,4,4,0,0
ר״ש,רבי שמעון,1833,wiktionary,1,2,3,0
ר״ש,רפואה שלמה,72,wiktionary,2,2,3,0
ר״ת,ראשי תיבות,3551,wikipedia+wiktionary,1,2,0,0
ר״ת,רבנו תם,671,wikipedia+wiktionary,2,2,3,0
שב״ד,שליחי בית דין,4,wiktionary,1,2,0,0
שב״ד,שופטי בית דין,0,wiktionary,2,2,0,0
שב״ח,שוהה בלתי חוקי,44,wiktionary,1,2,3,0
שב״ח,שימוש בלתי חוקי (בנשק),5,wiktionary,2,2,0,0
שב״י,שבטי ישראל,739,wiktionary,1,2,3,0
שב״י,שבטי יה,5,wiktionary,2,2,0,0
שב״ת,שינה בשבת תענוג,4,wiktionary,1,2,0,0
שב״ת,שיני בנים תקהינה,1,wiktionary,2,2,0,0
שד״ר,שדה ראיה,3,wiktionary,1,2,0,0
שד״ר,שְׁלוּחָא דְרַבָּנָן,2,wiktionary,2,2,0,0
שו״ב,שם משפחה יהודי,464,wikipedia,1,4,3,0
שו״ב,שליטה ובקרה,424,wikipedia+wiktionary,2,4,3,0
שו״ב,שיכון ובינוי,155,wikipedia,3,4,3,0
שו״ב,שוחט ובודק,75,wikipedia+wiktionary,4,4,3,0
שו״מ,שואל ומשיב,68,wiktionary,1,2,1,0
שו״מ,שלוש קהילות בגרמניה אשר עברו תלאות רבות בימי מסעי הצלב,0,wiktionary,2,2,0,0
שו״ס,שותף סוד,23,wiktionary,1,2,1,0
שו״ס,שותפות סוד,2,wiktionary,2,2,1,0
שו״ש,שווה שוקיים,121,wiktionary,1,3,0,0
שו״ש,שינויים ושיפורים,56,wiktionary,2,3,3,0
שו״ש,שמחה וששון,8,wiktionary,3,3,1,0
שח״ל,שמואל חיים לנדוי,21,wiktionary,1,4,3,0
שח״ל,שירות חלוצי לישראל,4,wiktionary,2,4,0,0
שח״ל,שירות חולי לב,3,wiktionary,3,4,0,0
שח״ל,שירות חירום לחולים,0,wiktionary,4,4,0,0
שח״ר,שירותי חינוך ורווחה,4,wiktionary,1,3,2,0
שח״ר,שיבוץ וחזרה לשירות,0,wiktionary,2,3,0,0
שח״ר,תנועה פוליטית שהוקמה בשלהי הכנסת ה-15,0,wiktionary,3,3,0,0
שכ״ט,שכר־טרחה,104,wiktionary,1,2,0,0
שכ״ט,שכר־טוראי,0,wiktionary,2,2,0,0
שליט״א,שיחיה לאורך ימים טובים אמן,4,wiktionary,1,4,0,0
שליט״א,"שיזכה לחיים (גם: לימים) יפים, טובים וארוכים",0,wiktionary,2,4,0,0
שליט״א,שיזכה לחיים יותר טובים אמן,0,wiktionary,3,4,0,0
שליט״א,שיזכה לימים טובים וארוכים,0,wiktionary,4,4,0,0
שמ״ע,(תפילת) שמונה עשרה,136,wiktionary,1,2,0,0
שמ״ע,שחרית מנחה ערבית,45,wiktionary,2,2,0,0
שנ״צ,שינוי צורה,252,wiktionary,1,2,3,0
שנ״צ,שנת צוהריים,1,wiktionary,2,2,0,0
שע״ח,שעת חירום,211,wiktionary,1,2,3,0
שע״ח,שער חליפין,154,wiktionary,2,2,3,0
שע״י,שעל יד,439,wiktionary,1,2,3,0
שע״י,שלום על ישראל,54,wiktionary,2,2,3,0
שפ״ח,שפעת החזירים,56,wiktionary,1,2,3,0
שפ״ח,שירות פסיכולוגי חנוכי,0,wiktionary,2,2,0,0
שק״ד,שיקול דעת,670,wiktionary,1,4,3,0
שק״ד,שקיעת דם,21,wiktionary,2,4,3,0
שק״ד,שיקום דתי לאסיר,0,wiktionary,3,4,0,0
שק״ד,שיקלול דיפרנציאלי,0,wiktionary,4,4,0,0
שש״כ,שמירת שבת כהלכתה,61,wiktionary,1,2,3,0
שש״כ,שומר שבת כשרות,0,wiktionary,2,2,0,0
שת״פ,שיתוף פעולה,9198,wiktionary,1,2,3,0
שת״פ,שיעור תשואה פנימי,4,wiktionary,2,2,0,0
ש״ב,שמואל ב',531,wiktionary,1,5,0,0
ש״ב,שירות ביטחון,250,wiktionary,2,5,3,0
ש״ב,שלום בית,230,wiktionary,3,5,3,0
ש״ב,שבע ברכות,206,wiktionary,4,5,3,0
ש״ב,שיעורי בית,122,wiktionary,5,5,3,0
ש״ג,שומר גבול,8,wiktionary,1,4,1,0
ש״ג,שוטר גדודי,5,wiktionary,2,4,1,0
ש״ג,שער גבול,4,wiktionary,3,4,2,0
ש״ג,תורת הזרימה שכבת גבול,0,wiktionary,4,4,0,0
ש״ד,שיקול דעת,670,wiktionary,1,2,3,0
ש״ד,שפיכות דמים,474,wiktionary,2,2,3,0
ש״ה,שִׁיר הַיִּחוּד the Hymn of Unity,0,wiktionary,1,3,0,0
ש״ה,שִׁיר הַמַּעֲלוֹת Song of Degrees,0,wiktionary,2,3,0,0
ש״ה,שֵֹם הַמְפׂרָשׁ the Ineffable Name,0,wiktionary,3,3,0,0
ש״ז,שנה זו,3457,wiktionary,1,2,3,0
ש״ז,שמואל זנוויל (כהנא),32,wiktionary,2,2,0,0
ש״ח,ש.ח.,128,wikipedia,1,5,3,3
ש״ח,שקל חדש,123,wikipedia+wiktionary,2,5,6,3
ש״ח,שידור חוזר,85,wiktionary,3,5,3,0
ש״ח,שומר חינם,57,wikipedia+wiktionary,4,5,3,0
ש״ח,שטר חוב,51,wikipedia,5,5,3,0
ש״ט,שם טוב,2430,wiktionary,1,8,3,0
ש״ט,שעות טיסה,404,wiktionary,2,8,3,0
ש״ט,שנה טובה,319,wiktionary,3,8,3,0
ש״ט,שכר טרחה,104,wiktionary,4,8,3,0
ש״ט,שוחר טוב,51,wiktionary,5,8,3,0
ש״ט,שפע טל,19,wiktionary,6,8,3,0
ש״ט,שערי טומאה,8,wiktionary,7,8,0,0
ש״ט,שחיק טמיא,5,wiktionary,8,8,2,0
ש״י,שמואל יוסף (עגנון),175,wiktionary,1,4,3,3
ש״י,שומרון-יהודה,18,wiktionary,2,4,0,0
ש״י,שירות ידיעות,13,wiktionary,3,4,1,0
ש״י,ש (=השם) ישמרם,0,wiktionary,4,4,0,0
ש״ל,שירות לאומי,453,wiktionary,1,5,3,0
ש״ל,שושנים לדוד,39,wikipedia,2,5,2,0
ש״ל,שבח לאל,29,wiktionary,3,5,3,0
ש״ל,330 (מספר),1,wikipedia,4,5,0,0
ש״ל,שיבולי לקט או שיבולי הלקט,1,wikipedia,5,5,0,0
ש״מ,שם משפחה,2857,wiktionary,1,3,3,0
ש״מ,שמע מינא,0,wiktionary,2,3,0,0
ש״מ,תיאור כמות סופית,0,wiktionary,3,3,0,0
ש״ס,משנה,26429,wikipedia,1,8,6,3
ש״ס,תלמוד,6969,wikipedia,2,8,6,3
ש״ס,תלמוד בבלי,4240,wikipedia,3,8,4,3
ש״ס,תלמוד ירושלמי,1185,wikipedia,4,8,3,0
ש״ס,שחר סוויסה,27,wikipedia,5,8,3,0
ש״ס,שישה סדרים,8,wiktionary,6,8,3,0
ש״ס,שעה סמסטריאלית,1,wiktionary,7,8,0,0
ש״ס,שומרי תורה ספרדיים,0,wiktionary,8,8,0,0
ש״ע,שולחן ערוך,1956,wiktionary,1,5,3,0
ש״ע,שמונה עשרה,1061,wiktionary,2,5,3,0
ש״ע,שם עצם,224,wiktionary,3,5,3,0
ש״ע,שמיני עצרת,223,wiktionary,4,5,3,0
ש״ע,שנת-עבודה,39,wiktionary,5,5,0,0
ש״פ,שושן פורים,778,wiktionary,1,4,1,0
ש״פ,שם פרטי,618,wiktionary,2,4,3,0
ש״פ,שבת פרשת,89,wiktionary,3,4,3,0
ש״פ,שווה פרוטה,19,wiktionary,4,4,3,0
ש״צ,שליח ציבור,181,wiktionary,1,6,3,0
ש״צ,שבתאי צבי,83,wiktionary,2,6,2,0
ש״צ,שוטר צבאי,42,wiktionary,3,6,3,0
ש״צ,שמרהו צורו,3,wiktionary,4,6,0,0
ש״צ,שיעבוד צף,1,wiktionary,5,6,0,0
ש״צ,שתוק צעיר,0,wiktionary,6,6,0,0
ש״ק,שבת קודש,198,wiktionary,1,3,1,0
ש״ק,שליח קודש,0,wiktionary,2,3,0,0
ש״ק,שנת קציר,0,wiktionary,3,3,0,0
ש״ש,שנה שנייה,496,wiktionary,1,12,3,0
ש״ש,שנת שירות,232,wiktionary,2,12,4,1
ש״ש,שם שמים,77,wiktionary,3,12,3,0
ש״ש,שעות שבועיות,72,wiktionary,4,12,3,0
ש״ש,שבת שלום,69,wiktionary,5,12,3,0
ש״ש,שומר שכר,48,wiktionary,6,12,3,0
ש״ש,שב שמעתתא,36,wiktionary,7,12,3,0
ש״ש,שעת שינה,11,wiktionary,8,12,3,0
ש״ש,שעות שנתיות,5,wiktionary,9,12,1,0
ש״ש,שבועת שוא,2,wiktionary,10,12,0,0
ש״ש,שבלת שועל,2,wiktionary,11,12,0,0
ש״ש,שירות שקים,0,wiktionary,12,12,0,0
ש״ת,שמחת תורה,526,wiktionary,1,3,3,0
ש״ת,שבת תשובה,15,wiktionary,2,3,2,0
ש״ת,שה תמים,7,wiktionary,3,3,1,0
תא״מ,תאימות אלקטרומגנטית,9,wiktionary,1,2,3,0
תא״מ,תיק אזרחי בסדר דין מהיר,0,wiktionary,2,2,0,0
תד״ל,תובלת דרג לוחם,0,wiktionary,1,2,0,0
תד״ל,תיק דרך לחייל,0,wiktionary,2,2,0,0
תו״ח,תורת חיים,294,wikipedia,1,5,3,0
תו״ח,תורת חטאת,15,wikipedia,2,5,0,0
תו״ח,תוספות חדשים,5,wikipedia,3,5,0,0
תו״ח,תורת חיים על התורה מרבי חיים הגר,1,wikipedia,4,5,0,0
תו״ח,תורת חיים על התלמוד מרבי אברהם חיים שור,1,wikipedia,5,5,0,0
תו״ל,תורת לחימה,269,wiktionary,1,2,3,0
תו״ל,תום לב,198,wiktionary,2,2,3,0
תו״מ,תורה ומצוות,230,wiktionary,1,3,3,0
תו״מ,תרומות ומעשרות,175,wiktionary,2,3,3,0
תו״מ,תכף ומיד,8,wiktionary,3,3,1,0
תו״ת,תכנון ותקציבים,4,wiktionary,1,2,1,0
תו״ת,תדפיסים ותמונות,1,wiktionary,2,2,0,0
תל״ן,תוצר לאומי נקי,0,wiktionary,1,2,0,0
תל״ן,תכנית לימודים נוספת,0,wiktionary,2,2,0,0
תמ״א,תוכנית מתאר ארצית,81,wikipedia,1,2,5,2
תמ״א,תוספת מכסת אחוזים,1,wikipedia,2,2,0,0
תמ״ג,תהודה מגנטית גרעינית,84,wiktionary,1,2,3,0
תמ״ג,תוצר מקומי גולמי,82,wiktionary,2,2,4,1
תמ״ר,תסמונת המעי הרגיז,40,wiktionary,1,2,3,0
תמ״ר,תיק מרכז רפואי,0,wiktionary,2,2,0,0
תמ״ש,תיק משפטי,42,wiktionary,1,2,3,0
תמ״ש,תיק משפחה,3,wiktionary,2,2,1,0
תע״ל,תצוגה עילית,50,wiktionary,1,2,3,0
תע״ל,תנועה ערבית להתחדשות,7,wiktionary,2,2,0,0
תע״ס,תלמוד עשר הספירות,7,wiktionary,1,2,1,0
תע״ס,תקנון עבודה סוציאלית,2,wiktionary,2,2,0,0
תע״צ,תענית ציבור,77,wiktionary,1,2,1,0
תע״צ,תעודת עובד ציבור,0,wiktionary,2,2,0,0
תפ״א,תפוח אדמה,462,wiktionary,1,2,3,0
תפ״א,תא פוטואלקטרי,8,wiktionary,2,2,3,0
תפ״ח,תיק פשעים חמורים,1,wiktionary,1,2,0,0
תפ״ח,תיק פלילי חמור,0,wiktionary,2,2,0,0
תצ״א,תצלום אוויר,351,wiktionary,1,2,3,0
תצ״א,תיאוריית צו אלוהי (divine command theory),0,wiktionary,2,2,0,0
תת״מ,תת משקל,55,wiktionary,1,2,1,0
תת״מ,תהליך תופס מקום,4,wiktionary,2,2,1,0
ת״א,תל אביב,49129,wiktionary,1,7,6,3
ת״א,תפוח אדמה,462,wikipedia+wiktionary,2,7,3,0
ת״א,תרגום אונקלוס,211,wikipedia+wiktionary,3,7,3,0
ת״א,תיק אזרחי,12,wikipedia+wiktionary,4,7,1,0
ת״א,תחבושת אישית,5,wiktionary,5,7,3,0
ת״א,מדדים של הבורסה לניירות ערך בתל אביב,1,wikipedia,6,7,0,0
ת״א,תכנית אימונים,1,wiktionary,7,7,1,0
ת״ב,תשעה באב,1086,wiktionary,1,3,3,0
ת״ב,תעודת בגרות,476,wiktionary,2,3,3,0
ת״ב,תרגילי בית,2,wiktionary,3,3,1,0
ת״ד,תאונת דרכים,669,wiktionary,1,2,3,0
ת״ד,תיבת דואר,72,wiktionary,2,2,3,0
ת״ז,תעודת זהות,425,wiktionary,1,3,3,0
ת״ז,תרשים זרימה,46,wiktionary,2,3,3,0
ת״ז,תפוח זהב,44,wiktionary,3,3,3,0
ת״ח,תלמיד חכם,683,wiktionary,1,2,3,0
ת״ח,תענית חלום,4,wiktionary,2,2,3,0
ת״י,תקן ישראלי,64,wiktionary,1,2,4,2
ת״י,תרג(ו)ם יונתן,0,wiktionary,2,2,0,0
ת״ל,תלמוד לומר,92,wiktionary,1,2,2,0
ת״ל,תיפוק ליה,0,wiktionary,2,2,0,0
ת״ע,תוכנית עבודה,145,wiktionary,1,4,3,0
ת״ע,תוכן עניינים,121,wiktionary,2,4,3,0
ת״ע,תיק עבודה,3,wiktionary,3,4,2,0
ת״ע,תורה ועבודה (בני עקיבא),1,wiktionary,4,4,0,0
ת״פ,תחת פיקוד,1450,wiktionary,1,2,3,0
ת״פ,תיק פלילי,125,wiktionary,2,2,3,0
ת״צ,תובענה ייצוגית,316,wiktionary,1,2,3,0
ת״צ,תענית ציבור,77,wiktionary,2,2,1,0
ת״ק,תנא קמא,78,wiktionary,1,2,3,0
ת״ק,תביעות קטנות,27,wiktionary,2,2,3,0
ת״ש,תפילת שחרית,379,wiktionary,1,5,3,0
ת״ש,תקיעת שופר,174,wiktionary,2,5,3,0
ת״ש,תנאי שירות,53,wiktionary,3,5,3,0
ת״ש,תחנת שאיבה,43,wiktionary,4,5,3,0
ת״ש,בא שמע,1,wiktionary,5,5,0,0
ת״ת,תלמוד תורה,1402,wikipedia+wiktionary,1,4,3,0
ת״ת,תרומה תצוה,60,wiktionary,2,4,0,0
ת״ת,תומכי תורה,14,wikipedia,3,4,3,0
ת״ת,השנה ה-800 במניין השנים העבריות,1,wikipedia,4,4,0,0
